Partida,Código ,Descripción,Ppto. Inicial,Ppto. Definitivo,Retenciones,Autorizado,Disponible,Dispuesto,Obligación,ME,Pago
1 05.221.11.165.00 2020,4648.0,Herramientas,1000.0,1000.0,0.0,94.03,905.97,94.03,94.03,94.03,94.03
1 05.221.99.161.00 2020,4649.0,Otros gastos,1000.0,1000.0,0.0,340.31,659.69,340.31,340.31,340.31,340.31
1 05.226.01.153.40 2020,4650.0,Canon ocupacion,1200.0,1200.0,0.0,1070.9,129.1,1070.9,1070.9,1070.9,1070.9
1 05.226.01.160.00 2020,4651.0,Saneamiento Canon,32000.0,32000.0,0.0,30578.07,1421.93,30578.07,30578.07,30578.07,30578.07
1 05.226.99.133.00 2020,6149.0,Daños-Acceso Casco HIstórico,1000.0,1000.0,0.0,9419.32,-8419.32,9419.32,9419.32,9419.32,9419.32
1 05.226.99.153.30 2020,6150.0,Parque Goiz Eguzki,1000.0,1000.0,0.0,2694.3,-1694.3,2694.3,2694.3,2694.3,2694.3
1 05.226.99.153.40 2020,4654.0,Otros gastos,3000.0,3000.0,0.0,1465.5,1534.5,1465.5,1465.5,1465.5,1465.5
1 05.226.99.161.00 2020,4655.0,Canon ocupacion,6000.0,6000.0,0.0,15809.62,-9809.62,15809.62,15809.62,15809.62,15809.62
1 05.226.99.241.00 2020,4657.0,Otros gastos,1000.0,1000.0,0.0,51.43,948.57,51.43,51.43,51.43,51.43
1 05.226.99.929.10 2020,4659.0,Otros gastos,400.0,400.0,0.0,300.0,100.0,300.0,300.0,300.0,300.0
1 05.227.01.132.00 2020,5638.0,Limpieza.,12460.0,12460.0,0.0,17872.07,-5412.07,17872.07,17872.07,17872.07,17872.07
1 05.227.01.163.00 2020,4660.0,Limpieza viaria,1235000.0,1235000.0,0.0,1070596.87,164403.13,1070596.87,1070596.87,1070596.87,1070596.87
1 05.227.01.241.00 2020,5639.0,Limpieza.,8350.0,8350.0,0.0,8488.6,-138.6,8488.6,8488.6,8488.6,8488.6
1 05.227.01.323.10 2020,5230.0,Limpieza,462358.0,462358.0,0.0,441016.91,21341.09,441016.91,441016.91,441016.91,441016.91
1 05.227.01.323.30 2020,5231.0,Limpieza,95593.0,95593.0,0.0,68989.5,26603.5,68989.5,68989.5,68989.5,68989.5
1 05.227.01.324.10 2020,5232.0,Limpieza,10203.0,10203.0,0.0,7651.62,2551.38,7651.62,7651.62,7651.62,7651.62
1 05.227.01.326.01 2020,5233.0,Limpieza,1000.0,1000.0,0.0,505.27,494.73,505.27,505.27,505.27,505.27
1 05.227.01.326.03 2020,5234.0,Limpieza,15463.0,15463.0,0.0,10308.24,5154.76,10308.24,10308.24,10308.24,10308.24
1 05.227.01.333.00 2020,5235.0,Limpieza,157574.0,157574.0,0.0,142900.75,14673.25,142900.75,142900.75,142900.75,142900.75
1 05.227.01.335.10 2020,5236.0,Limpieza,11322.0,11322.0,0.0,12126.13,-804.13,12126.13,12126.13,12126.13,12126.13
1 05.227.01.342.00 2020,5237.0,Limpieza,270000.0,270000.0,0.0,262198.64,7801.36,262198.64,252153.21,252153.21,252153.21
1 05.227.01.342.00 2019,6289.0,Limpieza,0.0,3319.97,0.0,2596.93,723.04,2596.93,2596.93,2596.93,2596.93
1 05.227.01.342.01 2020,5238.0,Limpieza,23100.0,23100.0,0.0,17274.6,5825.4,17274.6,17274.6,17274.6,17274.6
1 05.227.01.920.02 2020,4661.0,Limpieza,164000.0,164000.0,0.0,158438.13,5561.87,158438.13,158438.13,158438.13,158438.13
1 05.227.08.441.10 2020,6151.0,Contrato. Hiribusa,22000.0,22000.0,0.0,0.0,22000.0,0.0,0.0,0.0,0.0
1 05.227.97.134.00 2020,4662.0,vehiculos,16500.0,16500.0,0.0,10533.62,5966.38,10533.62,10533.62,10533.62,10533.62
1 05.227.98.133.00 2020,4663.0,Entrada casco,16000.0,16000.0,0.0,15833.93,166.07,15833.93,15833.93,15833.93,15833.93
1 05.227.98.153.40 2020,4664.0,Cartografia,21200.0,21200.0,0.0,8893.5,12306.5,8893.5,1815.0,1815.0,1815.0
1 05.227.98.153.40 2019,6290.0,Cartografia,0.0,14459.5,0.0,14459.5,0.0,14459.5,14459.5,14459.5,14459.5
1 05.227.98.311.01 2020,4890.0,Servicio WC,25000.0,25000.0,0.0,8901.59,16098.41,8901.59,8901.59,8901.59,8901.59
1 05.227.99.133.00 2020,4666.0,Contrato semaforos,9500.0,9500.0,0.0,6956.46,2543.54,6956.46,6956.46,6956.46,6956.46
1 05.227.99.163.00 2020,6152.0,Blanqueo aceras,20000.0,20000.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0
1 05.227.99.171.00 2020,4667.0,Servicio parque y jardines,477100.0,477100.0,0.0,463335.42,13764.58,463335.42,463335.42,463335.42,463335.42
1 05.227.99.311.00 2020,4668.0,Desratizacion,8000.0,8000.0,0.0,6680.72,1319.28,6680.72,6680.72,6680.72,6680.72
1 05.227.99.311.01 2020,4669.0,Limpieza WC,28800.0,28800.0,0.0,26496.89,2303.11,26496.89,26496.89,26496.89,26496.89
1 05.422.01.441.10 2020,4672.0,Aportacion. Autoridad Transporte.Cuota,5000.0,5000.0,0.0,4034.89,965.11,4034.89,4034.89,4034.89,4034.89
1 05.422.01.441.10 2019,6291.0,Aportacion. Autoridad Transporte.Cuota,0.0,12480.0,0.0,12480.0,0.0,12480.0,0.0,0.0,0.0
1 05.471.01.441.10 2020,4674.0,Concesion servicio Hiribusa,77896.0,77896.0,0.0,77896.0,0.0,77896.0,77896.0,77896.0,77896.0
1 05.601.01.134.00 2020,4676.0,Obras accesibilidad,75000.0,75000.0,0.0,37303.45,37696.55,37303.45,0.0,0.0,0.0
1 05.601.01.153.20 2020,6153.0,Plan Asfaltado,100000.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0
1 05.601.01.153.70 2020,4891.0,Inversiones caminos rurales,105000.0,105000.0,0.0,105000.0,0.0,32192.36,32192.36,32192.36,32192.36
1 05.601.01.153.70 2019,6292.0,Inversiones caminos rurales,0.0,76852.99,0.0,69919.95,6933.04,69919.95,69919.95,69919.95,69919.95
1 05.601.02.153.30 2018,6293.0,Urbanizacion. MañeFlaquer,0.0,99425.25,0.0,99425.25,0.0,0.0,0.0,0.0,0.0
1 05.609.01.171.00 2018,6294.0,Mejora jardineria,0.0,8210.43,0.0,0.0,8210.43,0.0,0.0,0.0,0.0
1 05.609.02.153.30 2019,6295.0,Parque mascotas,0.0,6602.37,0.0,6602.37,0.0,6602.37,6602.37,6602.37,6602.37
1 05.609.03.153.30 2020,5242.0,Mobiliario urbano,10000.0,10000.0,0.0,13504.05,-3504.05,13504.05,13504.05,13504.05,13504.05
1 05.609.05.153.30 2020,6154.0,Marquesina-Atsegindegi,10000.0,30000.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0
1 05.622.01.323.10 2020,4892.0,Inverciones centros escolares,100000.0,100000.0,0.0,100122.74,-122.74,100122.74,88669.78,88669.78,88669.78
1 05.622.01.323.10 2019,6296.0,Inverciones centros escolares,0.0,21037.06,0.0,21037.06,0.0,21037.06,11845.9,11845.9,11845.9
1 05.622.01.920.02 2020,6155.0,Cubierta edificio,30000.0,30000.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0
1 05.622.01.920.02 2018,6297.0,Edificios municipales,0.0,184154.11,0.0,184154.11,0.0,0.0,0.0,0.0,0.0
1 05.622.02.323.10 2020,6156.0,Elizatxo. Aula Psikomotricidad,70000.0,70000.0,0.0,70000.0,0.0,0.0,0.0,0.0,0.0
1 05.623.01.160.00 2020,5245.0,Saneamiento inversiones,70000.0,70000.0,0.0,70000.0,0.0,10797.4,0.0,0.0,0.0
1 05.623.01.160.00 2019,6298.0,Saneamiento inversiones,0.0,3000.0,0.0,3000.0,0.0,3000.0,3000.0,3000.0,3000.0
1 05.623.01.164.00 2018,6299.0,Mejoras cementerio,0.0,17424.0,0.0,17424.0,0.0,17424.0,17424.0,17424.0,17424.0
1 05.623.01.241.00 2018,6300.0,Gabriel Zelaia-Instalaciones,0.0,9440.55,0.0,9440.55,0.0,9440.55,9440.55,9440.55,9440.55
1 05.623.02.161.00 2020,4683.0,Inversiones-sistema aguas,50000.0,50000.0,0.0,50000.0,0.0,26784.03,9741.03,9741.03,9741.03
1 05.623.02.161.00 2018,6301.0,Inversiones-sistema aguas,0.0,14711.4,0.0,14686.81,24.59,14686.81,14686.81,14686.81,14686.81
1 05.623.02.164.00 2020,6339.0,Cementerio-columbarios,0.0,35000.0,0.0,29611.12,5388.88,29611.12,29611.12,29611.12,29611.12
1 05.623.02.326.01 2019,6302.0,Aire acondicionado,0.0,40200.0,0.0,25773.0,14427.0,25773.0,25773.0,25773.0,25773.0
1 05.624.01.153.40 2018,6303.0,Camion Brigada Obras,0.0,90000.0,0.0,0.0,90000.0,0.0,0.0,0.0,0.0
1 09.227.07.172.20 2019,6304.0,HE-7-Contaminación,0.0,40000.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0
1 09.227.98.172.20 2020,6157.0,HE-20-Reutilizables,18000.0,18000.0,0.0,18000.0,0.0,2344.79,2344.79,2344.79,2344.79
1 09.227.98.231.03 2017,6305.0,HERABAKI-5-KULTUR AISIALDI EKINTZAK,0.0,317.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0
1 09.227.98.231.90 2020,6158.0,HE-3-Curso nuevas tencologias,1089.0,1089.0,0.0,1089.0,0.0,0.0,0.0,0.0,0.0
1 09.227.99.172.20 2020,6159.0,HE-16-Bolsas plástico,10000.0,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0
1 09.227.99.231.90 2020,6160.0,HE-1-Serv.Asesoramiento,9075.0,9075.0,0.0,9075.0,0.0,0.0,0.0,0.0,0.0
1 09.227.99.241.00 2020,6161.0,HE-15-Productores locales,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 09.471.01.241.00 2020,6337.0,HE-15-Subv. Soberania alimentaria,0.0,50000.0,0.0,50000.0,0.0,38705.88,30964.7,30964.7,30964.7
1 09.601.01.151.10 2019,6329.0,HE-4-Bizikleta pista,0.0,120000.0,0.0,120000.0,0.0,0.0,0.0,0.0,0.0
1 09.601.01.342.09 2018,6306.0,he-6-entorno pista atl,0.0,17000.0,0.0,17000.0,0.0,17000.0,0.0,0.0,0.0
1 09.601.02.151.10 2019,6330.0,HE-5-Aparcamiento Karabel/Akarregi,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0
1 09.601.02.153.30 2019,6331.0,HE-6-Seguridad peatonal,0.0,115000.0,0.0,115000.0,0.0,0.0,0.0,0.0,0.0
1 09.601.03.153.30 2020,6162.0,HE-12-Parking zubipe-landare,33396.0,33396.0,0.0,33396.0,0.0,0.0,0.0,0.0,0.0
1 09.609.01.153.30 2019,6307.0,HE-1--Nuevos WC,0.0,65000.0,0.0,65000.0,0.0,0.0,0.0,0.0,0.0
1 09.609.01.172.20 2020,6163.0,HE-9-Parque Nire Borda,50000.0,50000.0,0.0,50000.0,0.0,6776.0,0.0,0.0,0.0
1 09.609.04.153.30 2017,6308.0,HERABAKI-3-PARKEAK,0.0,104133.81,0.0,103553.01,580.8,103553.01,103553.01,103553.01,103553.01
1 09.609.04.231.03 2020,6164.0,HE-8-Parque cuerdas,104000.0,104000.0,0.0,104000.0,0.0,0.0,0.0,0.0,0.0
1 09.609.05.151.10 2020,6165.0,HE-13-Jaula bicicletas,33440.0,33440.0,0.0,33440.0,0.0,0.0,0.0,0.0,0.0
1 09.609.98.153.30 2017,6309.0,HERABAKI-12-Karabel,0.0,58718.57,0.0,58718.57,0.0,39631.03,39631.03,39631.03,39631.03
1 09.622.01.323.10 2017,6310.0,HERABAKI-32-zikuñaga ikastetxea,0.0,10012.75,0.0,10012.75,0.0,10012.75,0.0,0.0,0.0
1 09.622.02.342.09 2018,6311.0,HE1-Pista atletismo,0.0,138781.74,0.0,138781.74,0.0,138781.74,138781.74,138781.74,138781.74
1 09.622.02.920.02 2018,6312.0,he-8-ahorro energia,0.0,153545.41,0.0,153545.41,0.0,132963.15,45041.67,45041.67,45041.67
1 09.623.01.172.40 2020,6166.0,HE-21-Alumbrado Kaxko,125000.0,165000.0,0.0,165000.0,0.0,0.0,0.0,0.0,0.0
1 09.623.02.162.10 2020,6167.0,HE-19-Garbigune Movil,66000.0,66000.0,0.0,66000.0,0.0,0.0,0.0,0.0,0.0
1 09.623.02.165.00 2019,6313.0,HE-2-Mejoras alumbrado público,0.0,116842.78,0.0,116842.78,0.0,0.0,0.0,0.0,0.0
1 09.623.03.165.00 2018,6314.0,he-2-camino Ergobia IbaiOndo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 09.623.04.165.00 2018,6315.0,he-3-alumbrado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 09.643.03.151.10 2018,6316.0,he-7-Proyecto cantera,0.0,4386.25,0.0,4386.25,0.0,4386.25,0.0,0.0,0.0
1 10.226.02.912.00 2020,6168.0,Gastos protocolo,8000.0,8000.0,0.0,766.4,7233.6,766.4,766.4,766.4,766.4
1 10.226.03.912.00 2020,6169.0,Publicidad,26000.0,26000.0,0.0,29904.1,-3904.1,29904.1,25596.5,25596.5,25596.5
1 10.226.99.912.00 2020,6170.0,Otros gastos,5000.0,5000.0,0.0,1541.09,3458.91,1541.09,1541.09,1541.09,1541.09
1 10.227.07.912.00 2020,6171.0,Otros trabajos exeriores,15000.0,15000.0,0.0,3650.0,11350.0,3650.0,3650.0,3650.0,3650.0
1 10.227.07.912.00 2019,6317.0,Estudios asesoria,0.0,675.0,0.0,675.0,0.0,675.0,675.0,675.0,675.0
1 10.227.99.912.00 2020,6172.0,Programa Bizikidetza,32545.0,32545.0,0.0,33207.24,-662.24,33207.24,31325.69,31325.69,31325.69
1 10.227.99.912.00 2019,6318.0,Programa Bizikidetza,0.0,8470.0,0.0,8470.0,0.0,8470.0,8470.0,8470.0,8470.0
1 10.230.01.912.00 2020,6173.0,Dietas,4000.0,4000.0,0.0,774.08,3225.92,774.08,774.08,774.08,774.08
1 10.421.01.922.00 2020,4543.0,Udalbiltza.Cuota,50000.0,50000.0,0.0,50000.0,0.0,50000.0,50000.0,50000.0,50000.0
1 10.422.01.922.00 2020,4542.0,Eudel. Cuota,5000.0,5000.0,0.0,4507.59,492.41,4507.59,4507.59,4507.59,4507.59
1 10.422.02.922.00 2020,6174.0,Asociacion Hobeki,6000.0,6000.0,0.0,6000.0,0.0,6000.0,6000.0,6000.0,6000.0
1 10.481.01.912.00 2020,6175.0,Subv. Directas,7000.0,7000.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0
1 10.481.01.912.00 2019,6319.0,Subv. Directas,0.0,4800.0,0.0,4800.0,0.0,4800.0,4800.0,4800.0,4800.0
1 10.481.02.912.00 2020,6176.0,Grupos politicos,81200.0,81200.0,0.0,80316.0,884.0,80316.0,80316.0,80316.0,80316.0
