#a,Barruko ,Deskribapena,Has.ko aurrek.,B. betiko aurrek.,Atxikipenak,Baimendua,Erabilgarria,Xedatua,Obligazioa,ME,Ordainketa,Urtea,Funtzionala,Dirección,Kapitulua,Sección,Organikoa
1 02.643.01.151.10 2018,5631.0,AZTERLANA-GENEROA-PLANEAMENDUA,50000.0,50000.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,2018,15110,,6,,02
1 02.643.01.151.10 2017,5745.0,PROIEKTU TEKNIKOAK.HIRIGINTZA,0.0,157249.5,0.0,123571.25,33678.25,50971.25,29645.0,29645.0,29645.0,2017,15110,,6,,02
1 02.643.01.151.10 2016,5744.0,PROIEKTU TEKNIKOAK.HIRIGINTZA,0.0,3025.0,0.0,3025.0,0.0,3025.0,3025.0,3025.0,3025.0,2016,15110,,6,,02
1 02.643.02.151.10 2018,5838.0,PROIEKTUA-ZERBITZUEN PABILOIA,0.0,63600.0,0.0,63600.0,0.0,0.0,0.0,0.0,0.0,2018,15110,,6,,02
1 02.644.01.920.20 2018,5832.0,APLIKAZIO INFORMATIKOAK,0.0,30000.0,0.0,25386.2,4613.8,25386.2,0.0,0.0,0.0,2018,92020,,6,,02
1 02.644.01.920.20 2017,5746.0,APLIKAZIO INFORMATIKOAK,0.0,3049.2,0.0,3049.2,0.0,3049.2,0.0,0.0,0.0,2017,92020,,6,,02
1 02.644.02.920.20 2018,5833.0,PANEL INFORMATIBOAK,0.0,50000.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,2018,92020,,6,,02
1 02.823.01.931.00 2018,4588.0,PERTSONALARENTZAKO AURRERAKINAK,10000.0,10000.0,0.0,900.0,9100.0,900.0,900.0,900.0,900.0,2018,93100,,8,,02
1 02.852.01.933.00 2017,5747.0,FAGOLLAGA SA-AKZIO EROSKETA,0.0,25000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,2017,93300,,8,,02
1 02.933.01.011.00 2018,4589.0,MAILEGUEN AMORTIZAZIOA,362000.0,362000.0,0.0,271516.98,90483.02,271516.98,271516.98,271516.98,271516.98,2018,01100,,9,,02
1 05.200.02.133.00 2018,4591.0,ADIF-TERRENUEN ALOKAIRUA,1050.0,1050.0,0.0,1027.75,22.25,1027.75,1027.75,1027.75,1027.75,2018,13300,,2,,05
1 05.210.01.153.20 2018,4592.0,KALEAK.BIDEAK.MANTENUA.,175000.0,175000.0,0.0,94850.06,80149.94,94850.06,87803.18,87803.18,87803.18,2018,15320,,2,,05
1 05.210.01.153.20 2017,5748.0,KALEAK.BIDEAK.MANTENUA.,0.0,30161.61,0.0,27361.25,2800.36,27361.25,21238.65,21238.65,21238.65,2017,15320,,2,,05
1 05.210.01.153.70 2018,4593.0,LANDA BIDEA. MANTENUA,15000.0,15000.0,0.0,5722.55,9277.45,5722.55,5722.55,5722.55,5722.55,2018,15370,,2,,05
1 05.210.01.160.00 2018,4594.0,SANEAMENDU-ARAZKETA.MANTENUA,41400.0,76400.0,0.0,20748.6,55651.4,20748.6,7568.6,7568.6,7568.6,2018,16000,,2,,05
1 05.210.01.161.00 2018,4595.0,UR SAREA.MANTENUA,101400.0,101400.0,0.0,16025.7,85374.3,16025.7,15882.82,15882.82,15882.82,2018,16100,,2,,05
1 05.210.01.161.00 2017,5749.0,UR SAREA.MANTENUA,0.0,29503.15,0.0,28798.0,705.15,28798.0,23800.0,23800.0,23800.0,2017,16100,,2,,05
1 05.210.01.165.00 2018,4596.0,KALEKO ARGIKUNTZA SAREA.MANTENUA,118000.0,118000.0,0.0,34030.96,83969.04,34030.96,34030.96,34030.96,34030.96,2018,16500,,2,,05
1 05.210.01.171.00 2018,4597.0,BESTE LANAK:PARKEAK ETA LORATEGIAK,35000.0,35000.0,0.0,10997.73,24002.27,10997.73,10818.95,10818.95,10818.95,2018,17100,,2,,05
1 05.210.01.171.00 2017,5750.0,BESTE LANAK:PARKEAK ETA LORATEGIAK,0.0,4199.91,0.0,0.0,4199.91,0.0,0.0,0.0,0.0,2017,17100,,2,,05
1 05.210.01.414.00 2018,4598.0,INGURUNEAREN HOBEKUNTZA.MANTENUA,30000.0,30000.0,0.0,32024.33,-2024.33,32024.33,15493.53,15493.53,15493.53,2018,41400,,2,,05
1 05.210.01.414.00 2017,5751.0,INGURUNEAREN HOBEKUNTZA.MANTENUA,0.0,31102.5,0.0,29348.0,1754.5,29348.0,7348.0,7348.0,7348.0,2017,41400,,2,,05
1 05.211.01.132.00 2018,4599.0,UDALTZAINGOA.ERAIKINA.MENTENU OROKORRA,1500.0,1500.0,0.0,21.65,1478.35,21.65,21.65,21.65,21.65,2018,13200,,2,,05
1 05.211.01.153.40 2018,4600.0,ZERBITZUETAKO PABILOIA.MANTENUA,7000.0,7000.0,0.0,4098.47,2901.53,4098.47,4098.47,4098.47,4098.47,2018,15340,,2,,05
1 05.211.01.164.00 2018,4601.0,HILERRIA.MANTENU OROKORRA,9000.0,9000.0,0.0,8143.39,856.61,8143.39,8143.39,8143.39,8143.39,2018,16400,,2,,05
1 05.211.01.241.00 2018,5632.0,MANTENUA. GABRIEL ZELAIA,0.0,0.0,0.0,1791.28,-1791.28,1791.28,1791.28,1791.28,1791.28,2018,24100,,2,,05
1 05.211.01.311.01 2018,4602.0,KOMUNAK.MANTENU OROKORRA,1500.0,1500.0,0.0,1988.6,-488.6,1988.6,1988.6,1988.6,1988.6,2018,31101,,2,,05
1 05.211.01.323.10 2018,4603.0,IKASTETXEAK-MANTENUA,50000.0,50000.0,0.0,48874.91,1125.09,48874.91,42388.49,42388.49,42388.49,2018,32310,,2,,05
1 05.211.01.323.10 2017,5752.0,IKASTETXEAK-MANTENUA,0.0,8578.0,0.0,8435.45,142.55,7435.45,7435.45,7435.45,7435.45,2017,32310,,2,,05
1 05.211.01.323.30 2018,4604.0,MANTEN.ERAIKINA:HAUR-ESKOLA,4000.0,4000.0,0.0,3433.09,566.91,3433.09,3433.09,3433.09,3433.09,2018,32330,,2,,05
1 05.211.01.326.01 2018,4605.0,MANTEN.ERAIKINA:MUSIKA ESKOLA,2000.0,2000.0,0.0,1234.17,765.83,1234.17,1234.17,1234.17,1234.17,2018,32601,,2,,05
1 05.211.01.326.03 2018,4606.0,MANT.ERAIKINA:H.I.I.,1500.0,1500.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,2018,32603,,2,,05
1 05.211.01.333.00 2018,4607.0,MANTEN ERAIKINA:KULTUR ETXEA,12000.0,12000.0,0.0,11924.49,75.51,11924.49,11109.2,11109.2,11109.2,2018,33300,,2,,05
1 05.211.01.335.10 2018,5194.0,MANTENU OROKORRA.EUSKALTEGIA,1000.0,1000.0,0.0,486.38,513.62,486.38,486.38,486.38,486.38,2018,33510,,2,,05
1 05.211.01.920.02 2018,4609.0,MANTENU OROKORRA.UDAL ERAIKINAK,130000.0,130000.0,0.0,80878.31,49121.69,80878.31,76454.69,76454.69,76454.69,2018,92002,,2,,05
1 05.211.01.920.02 2017,5754.0,MANTENU OROKORRA.UDAL ERAIKINAK,0.0,32365.25,0.0,32365.25,0.0,2365.25,1595.69,1595.69,1595.69,2017,92002,,2,,05
1 05.211.01.929.10 2018,4610.0,MANT.ERAIKINA:EPAITEGIA,500.0,500.0,0.0,1240.09,-740.09,1240.09,1240.09,1240.09,1240.09,2018,92910,,2,,05
1 05.212.01.133.00 2018,4611.0,MANT:SEMAFOROAK,3000.0,3000.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,2018,13300,,2,,05
1 05.212.01.153.40 2018,4613.0,MANT.MAKIN:PABILOIA,10000.0,10000.0,0.0,3388.91,6611.09,3388.91,3388.91,3388.91,3388.91,2018,15340,,2,,05
1 05.212.01.241.00 2018,5633.0,MAKINARIA. GABRIEL ZELAIA,0.0,0.0,0.0,436.81,-436.81,436.81,436.81,436.81,436.81,2018,24100,,2,,05
1 05.212.01.323.10 2018,4614.0,MANT.MAKIN:IKASTETXEAK,25000.0,25000.0,0.0,24904.96,95.04,24904.96,21763.8,21763.8,21763.8,2018,32310,,2,,05
1 05.212.01.323.30 2018,4615.0,MANT.MAKIN:HAUR-ESKOLA,5000.0,5000.0,0.0,4756.49,243.51,4756.49,4756.49,4756.49,4756.49,2018,32330,,2,,05
1 05.212.01.326.01 2018,4616.0,MANT.MAKIN:MUSIKA ESKOLA,2000.0,2000.0,0.0,2029.7,-29.7,2029.7,2029.7,2029.7,2029.7,2018,32601,,2,,05
1 05.212.01.326.03 2018,4617.0,MANT.MAKIN:H.I.I.,2000.0,2000.0,0.0,1473.95,526.05,1473.95,1473.95,1473.95,1473.95,2018,32603,,2,,05
1 05.212.01.333.00 2018,4618.0,MANT.MAKIN:KULTUR ETXEA,7000.0,7000.0,0.0,8253.48,-1253.48,8253.48,8253.48,8253.48,8253.48,2018,33300,,2,,05
1 05.212.01.333.00 2017,5755.0,MANT.MAKIN:KULTUR ETXEA,0.0,757.46,0.0,757.46,0.0,757.46,757.46,757.46,757.46,2017,33300,,2,,05
1 05.212.01.335.10 2018,5195.0,MANTENUA MAKINARIA.EUSKALTEGIA,1000.0,1000.0,0.0,1149.97,-149.97,1149.97,1149.97,1149.97,1149.97,2018,33510,,2,,05
1 05.212.01.414.00 2018,4619.0,MANT.MAKIN:INGURUN.HOBEKUNTZA,3000.0,3000.0,0.0,281.52,2718.48,281.52,281.52,281.52,281.52,2018,41400,,2,,05
1 05.212.01.920.02 2018,4621.0,MANT.MAKIN:UDAL ERAIKINAK,25000.0,25000.0,0.0,30149.93,-5149.93,30149.93,30149.93,30149.93,30149.93,2018,92002,,2,,05
1 05.212.01.920.02 2017,5756.0,MANT.MAKIN:UDAL ERAIKINAK,0.0,769.56,0.0,0.0,769.56,0.0,0.0,0.0,0.0,2017,92002,,2,,05
1 05.212.01.929.10 2018,4622.0,MANT.MAKIN:EPAITEGIA,1500.0,1500.0,0.0,1042.53,457.47,1042.53,1042.53,1042.53,1042.53,2018,92910,,2,,05
1 05.213.01.153.40 2018,4623.0,MANT.IBILG:OBRETAKO LANTALDEA,9500.0,9500.0,0.0,5373.28,4126.72,5373.28,5373.28,5373.28,5373.28,2018,15340,,2,,05
1 05.213.01.161.00 2018,4624.0,MANT.IBILG:URAK,3500.0,3500.0,0.0,3376.26,123.74,3376.26,3376.26,3376.26,3376.26,2018,16100,,2,,05
1 05.213.01.165.00 2018,4625.0,MANT.IBILG:KALEKO ARGIKUNTZA,3000.0,3000.0,0.0,1079.8,1920.2,1079.8,1079.8,1079.8,1079.8,2018,16500,,2,,05
1 05.213.01.323.10 2018,4626.0,MANT.IBILG:IKASTETXEAK,500.0,500.0,0.0,1669.59,-1169.59,1669.59,1669.59,1669.59,1669.59,2018,32310,,2,,05
1 05.213.01.414.00 2018,4627.0,MANT.IBILG:INGURUN.HOBEKUNTZA,3500.0,3500.0,0.0,2571.27,928.73,2571.27,2571.27,2571.27,2571.27,2018,41400,,2,,05
1 05.213.01.920.00 2018,4628.0,MANT.IBILG:ADMIN.OROKORRA,500.0,500.0,0.0,908.26,-408.26,908.26,908.26,908.26,908.26,2018,92000,,2,,05
1 05.214.01.920.00 2018,4629.0,MANT.BULEGO EKIPOA,45000.0,45000.0,0.0,42261.78,2738.22,42261.78,42261.78,42261.78,42261.78,2018,92000,,2,,05
1 05.221.01.132.00 2018,5634.0,ARGINDARRA.UDALTZAINGOA,0.0,0.0,0.0,3606.47,-3606.47,3606.47,3606.47,3606.47,3606.47,2018,13200,,2,,05
1 05.221.01.161.00 2018,4631.0,ENERG.ELEKT:URAK,25750.0,25750.0,0.0,21195.1,4554.9,21195.1,21195.1,21195.1,21195.1,2018,16100,,2,,05
1 05.221.01.164.00 2018,5659.0,ELEKTRIZITATEA.HILERRIA,0.0,0.0,0.0,736.01,-736.01,736.01,736.01,736.01,736.01,2018,16400,,2,,05
1 05.221.01.165.00 2018,4632.0,ENERG.ELEKT:KALEKO ARGIKUNTZA,281000.0,281000.0,0.0,161150.95,119849.05,161150.95,161150.95,161150.95,161150.95,2018,16500,,2,,05
1 05.221.01.241.00 2018,5635.0,ARGINDARRA.GABRIEL ZELAIA,0.0,0.0,0.0,1564.44,-1564.44,1564.44,1564.44,1564.44,1564.44,2018,24100,,2,,05
1 05.221.01.323.10 2018,5197.0,ENERG.ELEKTR.IKASTETXEAK,63510.0,63510.0,0.0,37155.95,26354.05,37155.95,37155.95,37155.95,37155.95,2018,32310,,2,,05
1 05.221.01.323.30 2018,5198.0,ENERG.ELEKTR.HAUR ESKOLA,8800.0,8800.0,0.0,5795.55,3004.45,5795.55,5795.55,5795.55,5795.55,2018,32330,,2,,05
1 05.221.01.324.10 2018,5199.0,ENERG.ELEKTR.HLP IKASTAROAK,7520.0,7520.0,0.0,3796.71,3723.29,3796.71,3796.71,3796.71,3796.71,2018,32410,,2,,05
1 05.221.01.326.01 2018,5200.0,ENERG.ELEKT:MUSIKA ESK,3225.0,3225.0,0.0,1908.37,1316.63,1908.37,1908.37,1908.37,1908.37,2018,32601,,2,,05
1 05.221.01.326.03 2018,5201.0,ENERG.ELEKTR.HHI-EPA,3085.0,3085.0,0.0,1636.94,1448.06,1636.94,1636.94,1636.94,1636.94,2018,32603,,2,,05
1 05.221.01.333.00 2018,5202.0,ENERG.ELEKTR.KULTUR ETXEA,19465.0,19465.0,0.0,11308.74,8156.26,11308.74,11308.74,11308.74,11308.74,2018,33300,,2,,05
1 05.221.01.335.10 2018,5203.0,ENERG.ELEKT:EUSKALTEGIA,1785.0,1785.0,0.0,1324.32,460.68,1324.32,1324.32,1324.32,1324.32,2018,33510,,2,,05
1 05.221.01.342.00 2018,5204.0,ENERG.ELEKT:KIROLDEGIA,74590.0,74590.0,0.0,85723.89,-11133.89,85723.89,85723.89,85723.89,85723.89,2018,34200,,2,,05
1 05.221.01.342.01 2018,5205.0,ENERG.ELEKT:KANPO IGERILEKUAK,31725.0,31725.0,0.0,24889.21,6835.79,24889.21,24889.21,24889.21,24889.21,2018,34201,,2,,05
1 05.221.01.342.09 2018,5661.0,ELEKTRIZITATEA. BESTE KIROL ERAIKUNTZAK,0.0,0.0,0.0,1672.71,-1672.71,1672.71,1672.71,1672.71,1672.71,2018,34209,,2,,05
1 05.221.01.920.02 2018,4633.0,ENERG.ELEKT:UDAL ERAIKINAK,95540.0,95540.0,0.0,56503.96,39036.04,56503.96,56503.96,56503.96,56503.96,2018,92002,,2,,05
1 05.221.01.929.10 2018,5206.0,ENERG.ELEKTR.BAKE EPAITEGIA,5630.0,5630.0,0.0,3281.75,2348.25,3281.75,3281.75,3281.75,3281.75,2018,92910,,2,,05
1 05.221.02.160.00 2018,4634.0,SANEAMENTUA-ARAZKETA. AÑARBE,502000.0,502000.0,0.0,335798.51,166201.49,335798.51,335798.51,335798.51,335798.51,2018,16000,,2,,05
1 05.221.02.161.00 2018,4635.0,UR HORNIDURA-AÑARBE,430880.0,430880.0,0.0,281247.03,149632.97,281247.03,281247.03,281247.03,281247.03,2018,16100,,2,,05
1 05.221.03.241.00 2018,5636.0,GASA.GABRIEL ZELAIA,0.0,0.0,0.0,4598.7,-4598.7,4598.7,4598.7,4598.7,4598.7,2018,24100,,2,,05
1 05.221.03.323.10 2018,5208.0,GASA.IKASTETXEAK,50115.0,50115.0,0.0,39253.4,10861.6,39253.4,39253.4,39253.4,39253.4,2018,32310,,2,,05
1 05.221.03.323.30 2018,5209.0,GASA.HAUR ESKOLA,5475.0,5475.0,0.0,5665.91,-190.91,5665.91,5665.91,5665.91,5665.91,2018,32330,,2,,05
1 05.221.03.324.10 2018,5210.0,GASA.HLP IKASTAROAK,500.0,500.0,0.0,218.48,281.52,218.48,218.48,218.48,218.48,2018,32410,,2,,05
1 05.221.03.326.01 2018,5211.0,GASA.MUSIKA ESK,1750.0,1750.0,0.0,1297.91,452.09,1297.91,1297.91,1297.91,1297.91,2018,32601,,2,,05
1 05.221.03.326.03 2018,5212.0,GASA.HHI-EPA,2145.0,2145.0,0.0,1632.22,512.78,1632.22,1632.22,1632.22,1632.22,2018,32603,,2,,05
1 05.221.03.333.00 2018,5213.0,GASA.KULTUR ETXEA,10255.0,10255.0,0.0,9487.01,767.99,9487.01,9487.01,9487.01,9487.01,2018,33300,,2,,05
1 05.221.03.335.10 2018,5214.0,GASA.EUSKALTEGIA,1590.0,1590.0,0.0,1889.83,-299.83,1889.83,1889.83,1889.83,1889.83,2018,33510,,2,,05
1 05.221.03.342.00 2018,5215.0,GASA.KIROLDEGIA,36360.0,36360.0,0.0,3509.41,32850.59,3509.41,3509.41,3509.41,3509.41,2018,34200,,2,,05
1 05.221.03.342.09 2018,5660.0,GASA. BESTE KIROL ERAIKUNTZAK,0.0,0.0,0.0,958.13,-958.13,958.13,958.13,958.13,958.13,2018,34209,,2,,05
1 05.221.03.920.02 2018,4636.0,GASA: UDAL ERAIKINAK,21800.0,21800.0,0.0,23801.83,-2001.83,23801.83,23801.83,23801.83,23801.83,2018,92002,,2,,05
1 05.221.04.153.40 2018,4637.0,ERREGAIA:OBRETAKO LANTALDEA,9500.0,9500.0,0.0,7443.01,2056.99,7443.01,7443.01,7443.01,7443.01,2018,15340,,2,,05
1 05.221.04.161.00 2018,4638.0,ERREGAIA:URAK,3000.0,3000.0,0.0,2408.99,591.01,2408.99,2408.99,2408.99,2408.99,2018,16100,,2,,05
1 05.221.04.165.00 2018,4639.0,ERREGAIA:KALEKO ARGIKUNTZA,3000.0,3000.0,0.0,892.54,2107.46,892.54,892.54,892.54,892.54,2018,16500,,2,,05
1 05.221.04.323.10 2018,4640.0,ERREGAIA:IKASTETXEAK,900.0,900.0,0.0,671.96,228.04,671.96,671.96,671.96,671.96,2018,32310,,2,,05
1 05.221.04.342.00 2018,5218.0,BIOMASA HORNIDURA,40000.0,40000.0,0.0,17845.73,22154.27,17845.73,17845.73,17845.73,17845.73,2018,34200,,2,,05
1 05.221.04.342.00 2017,5757.0,BIOMASA HORNIDURA,0.0,10309.2,0.0,10309.2,0.0,10309.2,10309.2,10309.2,10309.2,2017,34200,,2,,05
1 05.221.04.414.00 2018,4641.0,ERREGAIA:INGURUN.HOBEKUNTZA,1230.0,1230.0,0.0,958.98,271.02,958.98,958.98,958.98,958.98,2018,41400,,2,,05
1 05.221.04.920.00 2018,4642.0,ERREGAIA:ADMINIST.OROKORRA,500.0,500.0,0.0,402.11,97.89,402.11,402.11,402.11,402.11,2018,92000,,2,,05
1 05.221.09.323.10 2018,5220.0,GARBIKETA.PRODUKT.IKASTETXEAK,100.0,100.0,0.0,4122.71,-4022.71,4122.71,4122.71,4122.71,4122.71,2018,32310,,2,,05
1 05.221.09.323.30 2018,5221.0,GARBIKETA.PRODUKT.HAUR ESKOLA,100.0,100.0,0.0,266.81,-166.81,266.81,266.81,266.81,266.81,2018,32330,,2,,05
1 05.221.09.324.10 2018,5222.0,GARBIKETA.PRODUKT.HLP IKASTAROAK,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2018,32410,,2,,05
1 05.221.09.326.01 2018,5223.0,GARB PRODUKTUAK.MUSIKA ESK,100.0,100.0,0.0,230.7,-130.7,230.7,230.7,230.7,230.7,2018,32601,,2,,05
1 05.221.09.326.03 2018,5224.0,GARBIKETA.PRODUKT.HHI-EPA,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2018,32603,,2,,05
1 05.221.09.333.00 2018,5225.0,GARBIKETA.PRODUKT.KULTUR ETXEA,100.0,100.0,0.0,1033.05,-933.05,1033.05,1033.05,1033.05,1033.05,2018,33300,,2,,05
1 05.221.09.335.10 2018,5226.0,GARBIKETA PRODUKTUAK.EUSKALTEGIA,100.0,100.0,0.0,165.22,-65.22,165.22,165.22,165.22,165.22,2018,33510,,2,,05
1 05.221.09.342.00 2018,5227.0,GARB PRODUKTUAK.KIROLDEGIA,100.0,100.0,0.0,2152.29,-2052.29,2152.29,2152.29,2152.29,2152.29,2018,34200,,2,,05
1 05.221.09.342.01 2018,5228.0,GARB PRODUKTUAK.KANPO IGERILEKUAK,100.0,100.0,0.0,339.93,-239.93,339.93,339.93,339.93,339.93,2018,34201,,2,,05
1 05.221.09.920.02 2018,4643.0,GARBIK.PROD.:UDAL ERAIKINAK,14000.0,14000.0,0.0,2431.28,11568.72,2431.28,2431.28,2431.28,2431.28,2018,92002,,2,,05
1 05.221.11.136.00 2018,4644.0,TRESNAK ETA ERREM:SUHILTZAILEAK,900.0,900.0,0.0,666.18,233.82,666.18,666.18,666.18,666.18,2018,13600,,2,,05
1 05.221.11.153.40 2018,4645.0,ERREMINTAK:OBRETAKO LANTALDEA,4000.0,4000.0,0.0,3951.7,48.3,3951.7,3951.7,3951.7,3951.7,2018,15340,,2,,05
1 05.221.11.161.00 2018,4646.0,TRESNAK ERREM:URAK,2000.0,2000.0,0.0,470.87,1529.13,470.87,470.87,470.87,470.87,2018,16100,,2,,05
1 05.221.11.165.00 2018,4648.0,TRESNAK:KALEKO ARGIKUNTZA,4000.0,4000.0,0.0,1263.86,2736.14,1263.86,1263.86,1263.86,1263.86,2018,16500,,2,,05
1 05.221.99.161.00 2018,4649.0,B.HORNIDURAK:URAK,500.0,500.0,0.0,909.79,-409.79,909.79,909.79,909.79,909.79,2018,16100,,2,,05
1 05.226.01.153.40 2018,4650.0,KANONAK:ZERBITZU PUBLIKOAK,1200.0,1200.0,0.0,1070.9,129.1,1070.9,1070.9,1070.9,1070.9,2018,15340,,2,,05
1 05.226.01.160.00 2018,4651.0,SANEAMENDUKO KANONA,32000.0,32000.0,0.0,30578.07,1421.93,30578.07,30578.07,30578.07,30578.07,2018,16000,,2,,05
1 05.226.06.414.00 2018,4652.0,ZUHAITZ EGUNA,3500.0,3500.0,0.0,2016.93,1483.07,2016.93,2016.93,2016.93,2016.93,2018,41400,,2,,05
1 05.226.98.162.10 2018,5637.0,MATERIALA.AUZO KONPOSTA,50000.0,50000.0,0.0,22972.39,27027.61,22972.39,22972.39,22972.39,22972.39,2018,16210,,2,,05
1 05.226.99.153.40 2018,4654.0,H.GASTU:ZERBITZU PUBLIKOAK,3000.0,3000.0,0.0,1235.0,1765.0,1235.0,1235.0,1235.0,1235.0,2018,15340,,2,,05
1 05.226.99.161.00 2018,4655.0,KANONAK.BESTE.URAK,5000.0,5000.0,0.0,5487.75,-487.75,5487.75,5487.75,5487.75,5487.75,2018,16100,,2,,05
1 05.226.99.162.10 2018,4656.0,MATERIALA.HONDAKINEN KUDEAKETA,80000.0,80000.0,0.0,64743.86,15256.14,64743.86,63049.86,63049.86,63049.86,2018,16210,,2,,05
1 05.226.99.162.10 2017,5758.0,MATERIALA.HONDAKINEN KUDEAKETA,0.0,9087.19,0.0,9087.19,0.0,3087.19,3050.89,3050.89,3050.89,2017,16210,,2,,05
1 05.226.99.163.00 2018,5850.0,HAINBAT GASTU-KALEGARBIKETA,0.0,0.0,0.0,37521.01,-37521.01,37521.01,37521.01,37521.01,37521.01,2018,16300,,2,,05
1 05.226.99.241.00 2018,4657.0,MANTENUA.MATERIALA.TRANSPACAR,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,2018,24100,,2,,05
1 05.226.99.333.00 2018,4658.0,H.GASTU:KULTUR ETXEA,900.0,900.0,0.0,399.33,500.67,399.33,399.33,399.33,399.33,2018,33300,,2,,05
1 05.226.99.929.10 2018,4659.0,H.GASTU:EPAITEGIA,400.0,400.0,0.0,300.0,100.0,300.0,300.0,300.0,300.0,2018,92910,,2,,05
1 05.227.01.132.00 2018,5638.0,GARBIKETA. UDALTZAINGOA,0.0,0.0,0.0,12501.38,-12501.38,12501.38,10425.06,9386.9,9386.9,2018,13200,,2,,05
1 05.227.01.163.00 2018,4660.0,KALE GARBIKETA KONTRATUA,1165000.0,1165000.0,0.0,925691.35,239308.65,925691.35,925691.35,925691.35,925691.35,2018,16300,,2,,05
1 05.227.01.163.00 2017,5759.0,KALE GARBIKETA KONTRATUA,0.0,2032.8,0.0,2032.8,0.0,2032.8,2032.8,2032.8,2032.8,2017,16300,,2,,05
1 05.227.01.241.00 2018,5639.0,GARBIKETA.GABRIEL ZELAIA,0.0,0.0,0.0,8346.84,-8346.84,8346.84,6955.7,6260.13,6260.13,2018,24100,,2,,05
1 05.227.01.323.10 2018,5230.0,GARBIKETA.IKASTETXEAK,440358.0,440358.0,0.0,440357.76,0.24,440357.76,366964.8,330268.32,330268.32,2018,32310,,2,,05
1 05.227.01.323.30 2018,5231.0,GARBIKETA.HAUR ESKOLA,91093.0,91093.0,0.0,91092.84,0.16,91092.84,75910.7,68319.63,68319.63,2018,32330,,2,,05
1 05.227.01.324.10 2018,5232.0,GARBIKETA.HLP IKASTAROAK,10202.0,10202.0,0.0,10202.16,-0.16,10202.16,8501.8,7651.62,7651.62,2018,32410,,2,,05
1 05.227.01.326.01 2018,5233.0,GARBIKETA.MUSIKA ESK,1600.0,1600.0,0.0,0.0,1600.0,0.0,0.0,0.0,0.0,2018,32601,,2,,05
1 05.227.01.326.03 2018,5234.0,GARBIKETA.HHI-EPA,15462.0,15462.0,0.0,15462.36,-0.36,15462.36,12885.3,11596.77,11596.77,2018,32603,,2,,05
1 05.227.01.333.00 2018,5235.0,GARBIKETA.KULTUR ETXEA,150074.0,150074.0,0.0,150073.8,0.2,150073.8,125061.5,112555.35,112555.35,2018,33300,,2,,05
1 05.227.01.335.10 2018,5236.0,GARBIKETA.EUSKALTEGIA,11322.0,11322.0,0.0,11322.0,0.0,11322.0,9435.0,8491.5,8491.5,2018,33510,,2,,05
1 05.227.01.342.00 2018,5237.0,GARBIKETA.KIROLDEGIA,291985.0,326985.0,0.0,252506.2,74478.8,252506.2,210508.76,189510.04,189510.04,2018,34200,,2,,05
1 05.227.01.342.01 2018,5238.0,GARBIKETA.KANPO IGERILEKUAK,23033.0,23033.0,0.0,23032.8,0.2,23032.8,19194.0,17274.6,17274.6,2018,34201,,2,,05
1 05.227.01.920.02 2018,4661.0,GARBITZEKO KONT:UDAL ERAIKINAK,176104.0,176104.0,0.0,137525.13,38578.87,124610.53,114708.41,103300.05,103300.05,2018,92002,,2,,05
1 05.227.95.162.20 2018,5640.0,"HONDAKINEN TRATAMENTUA:errefusa,organiko",528000.0,528000.0,0.0,387506.69,140493.31,387506.69,387506.69,387506.69,387506.69,2018,16220,,2,,05
1 05.227.96.162.10 2018,4889.0,HEZITZAILEAK-BULEGOA. HONDAKINEN KUDEAKE,83000.0,83000.0,0.0,77600.27,5399.73,77600.27,77600.27,77600.27,77600.27,2018,16210,,2,,05
1 05.227.96.162.20 2018,5641.0,OBRA HONDAKINAK,15000.0,15000.0,0.0,7634.48,7365.52,7634.48,5577.48,5577.48,5577.48,2018,16220,,2,,05
1 05.227.97.134.00 2018,4662.0,KONTRATUA:IGOGAILU.MANTEN.,21500.0,21500.0,0.0,10156.46,11343.54,10156.46,10156.46,10156.46,10156.46,2018,13400,,2,,05
1 05.227.97.162.10 2018,5849.0,SUBROGAZIO GASTUAK,0.0,0.0,0.0,29582.86,-29582.86,29582.86,29582.86,29582.86,29582.86,2018,16210,,2,,05
1 05.227.98.133.00 2018,4663.0,KONTRAT:KASKORA SARTZEKO,18000.0,18000.0,0.0,38392.14,-20392.14,38392.14,38392.14,38392.14,38392.14,2018,13300,,2,,05
1 05.227.98.153.40 2018,4664.0,KONTRAT.KARTOGRAFA-GIS ZERBITZUA.,20000.0,20000.0,0.0,21175.0,-1175.0,21175.0,14116.66,14116.66,14116.66,2018,15340,,2,,05
1 05.227.98.162.10 2018,4665.0,HONDAKINEN BILKETA.,1770000.0,1770000.0,0.0,1479314.12,290685.88,1479314.12,1479314.12,1479314.12,1479314.12,2018,16210,,2,,05
